,0,soja05,maiz05,gruesa05,soja06,maiz06,gruesa06,soja07,maiz07,gruesa07,soja08,maiz08,gruesa08,soja09,maiz09,gruesa09,soja10,maiz10,gruesa10,soja11,maiz11,gruesa11,soja12,maiz12,gruesa12,soja13,maiz13,gruesa13,soja14,maiz14,gruesa14,soja15,maiz15,gruesa15,soja16,maiz16,gruesa16,soja17,maiz17,gruesa17,soja18,maiz18,gruesa18,soja19,maiz19,gruesa19
10,6084,0.2296340023612751,-0.0379064845102944,0.09586375892549034,0.19176470588235295,0.1598,0.17578235294117647,0.12022132796780684,0.0,0.06011066398390342,-0.3751233958538993,-0.07692307692307693,-0.22602323638848812,-0.3983218163869694,-0.25,-0.3241609081934847,0.3073440643863179,0.52,0.41367203219315896,0.025172754195459033,0.39326923076923076,0.2092209924823449,0.017332691381800675,0.40384615384615385,0.21058942261397726,-0.019258545979778528,0.2933264355923435,0.13703394480628248,-0.22436206066441983,-0.43409247757073843,-0.32922726911757916,0.023073146784486992,-0.24085576259489302,-0.10889130790520302,0.2522869523350987,-0.21325051759834368,0.0195182173683775,0.1036468330134357,-0.22705314009661837,-0.06170315354159133,-0.5532629558541267,-0.42105263157894735,-0.487157793716537,-1.0,-1.0,-1.0
11,6091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,6098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,6105,0.591,0.15384615384615385,0.3724230769230769,0.24416517055655296,0.0,0.12208258527827648,0.11899702507437314,0.36923076923076925,0.2441138971525712,0.13344666383340417,0.07692307692307693,0.10518487037824055,-0.44056209646790734,-0.27692307692307694,-0.35874258669549214,0.10444360045575389,0.23076923076923078,0.16760641561249234,-0.08023997000374954,-0.11285714285714285,-0.09654855643044619,0.20022497187851518,0.14285714285714285,0.17154105736782901,-0.07536557930258718,0.14285714285714285,0.033745781777277835,-0.10786175465248765,-0.375,-0.24143087732624383,0.040957015409570155,0.0,0.020478507704785077,0.3142741281427413,0.08571428571428572,0.1999942069285135,0.23568367744448773,0.05263157894736842,0.1441576281959281,-0.07752239968835216,-0.34210526315789475,-0.20981383142312346,-1.0,-1.0,-1.0
14,6119,,,,,,,,,,,0.20689655172413793,,,-0.13793103448275862,,,0.3112068965517241,,,-0.07147058823529412,,,-0.20661764705882352,,,-0.1447576813430472,,,0.10864745011086474,,,0.3303769401330377,,,0.12448527082673425,,,0.21428571428571427,,-0.15169746454662655,-0.07142857142857142,-0.11156301798759899,-1.0,-1.0,-1.0
15,6126,0.10400588019110621,0.3333333333333333,0.21866960676221975,0.009907755380936112,0.016666666666666666,0.013287211023801388,0.08761840324763194,0.4918032786885246,0.28971084096807825,0.06218316998986144,-0.07142857142857142,-0.004622700719354993,-0.605525965379494,-0.45714285714285713,-0.5313344112611755,0.14580559254327563,0.5285714285714286,0.3371885105573521,0.11784287616511319,-0.19592105263157894,-0.03903908823323288,-0.0779510022271715,-0.18461538461538463,-0.13128319342127806,0.03658924594336621,0.4727540500736377,0.25467164800850195,0.03545878693623639,0.2,0.1177293934681182,0.2747084100675261,0.49230769230769234,0.3835080511876092,0.15049564433763893,-0.02564102564102564,0.06242730934830665,0.19624776652769504,0.24358974358974358,0.21991875505871933,-0.19029184038117927,-0.038461538461538464,-0.11437668942135887,-1.0,-1.0,-1.0
16,6134,0.43523083818915287,0.6199490353112487,0.5275899367502008,0.3248876174908051,0.346923917000364,0.3359057672455845,0.31267163593566105,0.4,0.35633581796783054,-0.13771839671120248,0.013783783783783784,-0.06196730646370935,-0.6121959575196986,-0.3335110637163423,-0.47285351061802045,0.06200753682768071,0.13303119168221808,0.09751936425494939,-0.03806451612903226,-0.18267965254014215,-0.1103720843345872,-0.14903225806451612,-0.32018128499066917,-0.23460677152759263,-0.0801475519785379,-0.05405405405405406,-0.06710080301629598,0.018957345971563982,0.0,0.009478672985781991,0.23550856726212177,0.2571428571428571,0.24632571220248944,0.18747763864042935,0.04285714285714286,0.1151673907487861,0.23272971160295103,0.2714285714285714,0.2520791415157612,-0.3209255533199195,-0.11428571428571428,-0.2176056338028169,-1.0,-1.0,-1.0
17,6140,0.15827586206896552,0.16059770781952706,0.1594367849442463,0.1483699268130406,-0.04250689104889018,0.0529315178820752,0.10812560699255422,0.38235294117647056,0.2452392740845124,-0.05264807270448135,0.08333333333333333,0.015342630314425988,-0.5167659041052961,-0.46153846153846156,-0.48915218282187883,0.19398307740520213,0.41025641025641024,0.3021197438308062,0.10687704674010122,-0.184875,-0.038998976629949396,-0.11685655857434998,-0.2564102564102564,-0.18663340749230317,0.008472100496640374,0.4395454545454546,0.22400877752104748,0.06923751095530237,0.06423076923076923,0.0667341400930358,0.2230590961761298,0.2564102564102564,0.2397346762931931,0.031967213114754096,-0.03626069148295386,-0.002146739184099883,0.04330285099515869,0.20467413564630768,0.12398849332073318,-0.28160301237224317,-0.10854113962173233,-0.19507207599698775,-1.0,-1.0,-1.0
18,6161,0.15566666666666668,0.16216216216216217,0.15891441441441442,0.05217391304347826,-0.24324324324324326,-0.0955346650998825,0.18348329048843187,0.28378378378378377,0.23363353713610782,0.2255892255892256,-0.024390243902439025,0.10059949084339329,-0.6043478260869565,-0.5121951219512195,-0.5582714740190879,0.07536231884057971,0.2804878048780488,0.17792506185931425,-0.022786270550908566,-0.2174390243902439,-0.12011264747057623,-0.16988751081626766,-0.2125,-0.19119375540813383,0.07290436835891381,0.4804425744117189,0.27667347138531634,0.13204951856946354,0.2,0.16602475928473176,0.22806052269601101,0.225,0.22653026134800552,0.04044016506189821,-0.07368421052631578,-0.016622022732208787,0.12776280323450134,0.010526315789473684,0.06914455951198752,-0.20359598096245374,-0.17894736842105263,-0.19127167469175319,-1.0,-1.0,-1.0
19,6168,0.4053497942386831,0.1111111111111111,0.2582304526748971,0.37267080745341613,0.19955555555555557,0.28611318150448584,0.5164967006598681,0.2978723404255319,0.4071845205427,0.18478843063738618,0.12,0.15239421531869307,-0.48755490483162517,-0.39622641509433965,-0.4418906599629824,0.2425573450463641,0.37735849056603776,0.3099579178062009,-0.0660633484162896,0.2265653945905891,0.08025102308714976,-0.2,0.08982142857142857,-0.05508928571428572,0.14479638009049775,0.22950819672131148,0.18715228840590462,0.15099457504520797,0.015893822710142554,0.08344419887767526,0.1301989150090416,0.0967741935483871,0.11348655427871435,-0.0416,0.17806977797915724,0.06823488898957862,0.2356,-0.07352941176470588,0.08103529411764707,0.0,-0.09379247847757137,-0.046896239238785685,-1.0,-1.0,-1.0
20,6210,0.31199111769059956,0.18666666666666668,0.24932889217863313,0.24787487249234955,0.0,0.12393743624617477,0.2832369942196532,0.3333333333333333,0.3082851637764933,0.22725880551301683,0.011904761904761904,0.11958178370888936,-0.5861777150916784,-0.4117647058823529,-0.49897121048701565,0.05839210155148096,0.17647058823529413,0.11743134489338755,0.04495912806539509,0.09588235294117647,0.07042074050328578,-0.18043710021321963,-0.2808988764044944,-0.230667988308857,0.014125799573560768,0.11764705882352941,0.0658864291985451,0.12135665076841548,0.05206655931293613,0.08671160504067581,0.20183968462549276,0.07353730542136339,0.13768849502342806,0.06438896189224705,-0.021052631578947368,0.021668165156649842,0.1196870925684485,0.031578947368421054,0.07563301996843477,-0.16962962962962963,-0.12631578947368421,-0.14797270955165692,-1.0,-1.0,-1.0
21,6217,0.3499566348655681,0.5321053537614047,0.44103099431348636,0.36329896907216497,0.2914443105525908,0.3273716398123779,0.2830925419757907,0.3706453455168475,0.32686894374631914,-0.183821111476488,-0.02692615302585977,-0.10537363225117388,-0.5912528773429793,-0.3335110637163423,-0.4623819705296608,0.04176257809930944,0.14636097040789123,0.09406177425360034,0.033729521362030196,-0.11486842105263158,-0.04056944984530069,-0.19286616161616163,-0.32004798720341243,-0.25645707440978704,-0.13289141414141414,0.0273972602739726,-0.05274707693372077,0.044048052420822714,-0.0136986301369863,0.015174711141918207,0.19876228613032398,0.16666666666666666,0.1827144763984953,0.18584379358437936,0.041666666666666664,0.11375523012552301,-0.012626262626262626,0.09333333333333334,0.04035353535353536,-0.1374680306905371,-0.006666666666666667,-0.07206734867860187,-1.0,-1.0,-1.0
22,6224,0.3514705882352941,0.2498264129981947,0.3006485006167444,0.2811115585984696,0.11095681155395085,0.19603418507621023,0.18888441401530406,0.26666666666666666,0.22777554034098535,0.026383290582631,-0.038461538461538464,-0.006039123939453732,-0.6514327167210736,-0.6153846153846154,-0.6334086660528445,0.28182807399347115,0.21794871794871795,0.24988839597109455,0.2420564084255623,0.035,0.13852820421278117,0.048102981029810296,-0.38405797101449274,-0.16797749499234121,0.003232062055591467,0.075,0.039116031027795733,0.19327731092436976,0.03864734299516908,0.11596232695976942,0.33634020618556704,0.1473429951690821,0.24184160067732458,0.07559643575740155,0.023255813953488372,0.04942612485544496,0.08036219581211092,0.10465116279069768,0.0925066793014043,-0.3326110509209101,-0.18604651162790697,-0.2593287812744085,-1.0,-1.0,-1.0
23,6175,0.06054087277197295,0.05813953488372093,0.05934020382784694,0.12476951444376153,-0.08127906976744186,0.021745222338159835,0.13583282114320835,0.25,0.1929164105716042,0.13097652854245145,0.12790697674418605,0.12944175264331875,-0.3519301211608904,-0.14772727272727273,-0.24982869694408155,0.16906170752324598,0.3069318181818182,0.23799676285253207,0.1325136612021858,-0.1810989010989011,-0.024292619948357644,-0.048701298701298704,-0.27472527472527475,-0.16171328671328672,0.019209956709956708,0.2909758258448298,0.15509289127739326,0.027342713034244757,-0.05154639175257732,-0.01210183935916628,0.2178294573643411,0.14130434782608695,0.17956690259521402,0.046511627906976744,-0.09782608695652174,-0.0256572295247725,-0.025185185185185185,0.14130434782608695,0.05805958132045088,-0.2066869300911854,-0.10869565217391304,-0.15769129113254923,-1.0,-1.0,-1.0
24,6182,,,,,,,,,,,,,,,,,,,,,,,0.7894736842105263,,,-1.0,,,-1.0,,,-1.0,,,,,,,,,,,,,
25,6189,0.5509090909090909,0.0,0.27545454545454545,-0.26636363636363636,0.2857142857142857,0.00967532467532467,,-0.08571428571428572,,,-0.14285714285714285,,-0.5289648622981956,-1.0,-0.7644824311490979,1.090218423551757,-0.21875,0.43573421177587845,0.0837037037037037,1.2646875,0.6741956018518518,-0.13071428571428573,0.4375,0.15339285714285714,0.1848808545603944,0.25,0.2174404272801972,-0.18142857142857144,0.71875,0.26866071428571425,0.07714285714285714,0.5,0.2885714285714286,0.29542302357836336,0.4782608695652174,0.3868419465717904,0.20915926179084074,0.10909090909090909,0.15912508544087492,-0.2604237867395762,-0.11666666666666667,-0.18854522670312146,-1.0,-1.0,-1.0
26,6196,0.09615384615384616,0.14285714285714285,0.1195054945054945,0.11686390532544379,-1.0,-0.4415680473372781,0.09263311451495258,-0.14285714285714285,-0.025112014171095133,0.12472647702407003,0.2857142857142857,0.20522038136917786,-0.7975708502024291,-1.0,-0.8987854251012146,-0.4041835357624831,-0.1,-0.25209176788124155,0.07557354925775979,0.7246666666666667,0.40012010796221326,0.102803738317757,0.5333333333333333,0.3180685358255452,-0.38211920529801324,0.3333333333333333,-0.024392935982339964,-0.10747663551401869,0.25,0.07126168224299065,0.5579655946148093,0.4444444444444444,0.5012050195296269,0.9289454001495886,0.3695652173913043,0.6492553087704465,-0.015683814303638646,0.42,0.20215809284818068,-0.1342534504391468,0.02435253189022033,-0.05495045927446324,-1.0,-1.0,-1.0
27,6203,0.17920148560817084,0.3333333333333333,0.2562674094707521,-0.13974001857010213,0.2222222222222222,0.04124110182606004,0.2705,0.15463917525773196,0.212569587628866,0.2375,0.09090909090909091,0.16420454545454544,-0.608,-0.45535714285714285,-0.5316785714285714,-0.2633567188343227,-0.375,-0.31917835941716133,0.062061521856449,-0.07571428571428572,-0.006826381928918358,0.039634146341463415,-0.2727272727272727,-0.11654656319290464,0.02693089430894309,-0.13060278207109738,-0.051835943881077144,-0.3211281543790203,-0.022222222222222223,-0.17167518830062126,0.3053861788617886,0.06818181818181818,0.18678399852180338,0.4242886178861789,0.3181818181818182,0.3712352180339985,0.20188025729836714,0.2222222222222222,0.21205123976029466,-0.41348973607038125,0.06382978723404255,-0.17482997441816936,-1.0,-1.0,-1.0
28,6238,0.5363511659807956,0.1111111111111111,0.32373113854595337,0.4220121539500338,0.19955555555555557,0.3107838547527947,0.516840171463564,0.30434782608695654,0.41059399877526026,0.08121827411167512,0.1,0.09060913705583756,-0.8713200379867047,-0.40384615384615385,-0.6375830959164293,0.21035137701804368,0.38461538461538464,0.29748338081671416,-0.08873239436619719,0.20804001482030382,0.059653810227053315,-0.18873239436619718,0.09090909090909091,-0.048911651728553135,0.10446343779677113,0.11666666666666667,0.11056505223171889,0.22065727699530516,-0.1995,0.010578638497652573,-0.06103286384976526,-0.16666666666666666,-0.11384976525821595,0.1,0.05,0.07500000000000001,0.22727272727272727,0.047619047619047616,0.13744588744588743,0.13636363636363635,-0.047619047619047616,0.04437229437229437,-1.0,-1.0,-1.0
29,6252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,6260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,6266,0.18361266294227188,0.376,0.2798063314711359,0.1315240083507307,0.04128,0.08640200417536534,0.09911894273127753,0.44437615242778117,0.27174754757952935,0.033825338253382534,0.16216216216216217,0.09799375020777235,-0.6056338028169014,-0.41325,-0.5094419014084507,0.09124311083894672,0.25,0.17062155541947335,0.0782874617737003,-0.2779069767441861,-0.09980975748524289,-0.14663890541344438,-0.4063953488372093,-0.27651712712532683,-0.02379535990481856,0.32145052243392747,0.14882758126455445,0.010707911957168352,-0.08139534883720931,-0.035343718440020475,0.28375966686496135,0.22784810126582278,0.25580388406539206,0.13154796939376104,-0.012658227848101266,0.05944487077282989,0.09415768576290415,0.189873417721519,0.1420155517422116,-0.19342030629608623,-0.05063291139240506,-0.12202660884424564,-1.0,-1.0,-1.0
32,6274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,6280,0.1651376146788991,-0.018518518518518517,0.07330954808019029,0.050333846944016436,0.07584905660377358,0.06309145177389501,0.1141732283464567,0.05555555555555555,0.08486439195100612,0.03297244094488189,0.07272727272727272,0.052849856836077305,0.26405867970660146,-0.2631578947368421,0.00045039248487968586,0.2860635696821516,0.38596491228070173,0.3360142409814266,0.022391615054787994,0.32497369344089794,0.17368265424784296,-0.23671947809878843,0.1047001052262364,-0.06600968643627601,-0.049394221808014914,0.15254237288135594,0.05157407553667051,-0.26887232059645855,-0.28560088903000475,-0.27723660481323165,-0.16055264411624584,-0.12684553103667248,-0.14369908757645916,0.041666666666666664,-0.0792189236386728,-0.01877612848600307,-0.128921568627451,-0.0792189236386728,-0.1040702461330619,0.06527855936972425,0.034482758620689655,0.04988065899520695,-1.0,-1.0,-1.0
34,6294,0.27207207207207207,0.25,0.26103603603603603,0.1586690017513135,-0.07894736842105263,0.03986081666513043,0.18559295375904372,0.5714285714285714,0.37851076259380756,0.2830306825297433,0.1320754716981132,0.20755307711392823,-0.3555018137847642,-0.20689655172413793,-0.28119918275445105,0.05048367593712213,0.26436781609195403,0.15742574601453807,0.11366906474820145,0.09255555555555556,0.1031123101518785,-0.07223796033994334,-0.30526315789473685,-0.1887505591173401,0.20345323741007193,0.08888888888888889,0.14617106314948042,0.08967895993632263,0.02040816326530612,0.055043561600814375,0.1806201550387597,0.10204081632653061,0.14133048568264517,0.047028423772609816,-0.0033560459676599207,0.02183618890247495,0.05330700888450148,-0.0033560459676599207,0.02497548145842078,-0.21572924275626978,-0.1326530612244898,-0.1741911519903798,-1.0,-1.0,-1.0
35,6301,0.5119530897609382,0.2714285714285714,0.39169083059475485,0.27139552814186585,0.0998428795886302,0.18561920386524802,0.2235817575083426,0.35172413793103446,0.2876529477196885,-0.12682926829268293,-0.09090909090909091,-0.10886917960088692,-0.627177700348432,-0.35064935064935066,-0.48891352549889133,0.0578397212543554,0.1038961038961039,0.08086791257522966,-0.06686429512516469,-0.12623376623376623,-0.09654903067946546,-0.2025691699604743,-0.33766233766233766,-0.27011575381140596,0.023296858453935757,0.07142857142857142,0.04736271494125359,-0.16519590540063536,0.0,-0.08259795270031768,0.1931364724660814,0.11428571428571428,0.15371109337589783,0.14331097776208965,0.18571428571428572,0.1645126317381877,-0.017592273197654364,0.14666666666666667,0.06453719673450616,-0.47928370786516855,-0.25333333333333335,-0.36630852059925095,-1.0,-1.0,-1.0
36,6315,0.17671735710540115,0.061224489795918366,0.11897092345065977,0.1305,0.16306122448979593,0.14678061224489797,0.29332669322709165,0.3,0.2966633466135458,0.16782868525896413,0.18326923076923077,0.17554895801409745,-0.4095365418894831,-0.2367081944200737,-0.3231223681547784,0.2976827094474153,0.4213019828040007,0.359492346125708,0.08978328173374613,0.3333898305084746,0.21158655612111035,-0.11130063965884861,0.25109702584105315,0.06989819309110226,0.13432835820895522,0.2,0.16716417910447762,0.1590909090909091,-0.12964406339308912,0.014723422848909984,0.1038961038961039,-0.2855287087555209,-0.09081630242970849,0.40977443609022557,0.14315406599116653,0.27646425104069605,0.12316176470588236,-0.02564102564102564,0.04876036953242836,0.16875,0.03923096908287867,0.10399048454143933,-1.0,-1.0,-1.0
37,6322,0.2695,0.4570179698882953,0.36325898494414766,0.0345,0.33559980573093734,0.18504990286546869,0.22281295311744803,0.13333333333333333,0.1780731432253907,0.19139681005316578,0.17647058823529413,0.18393369914422997,-0.6225229579507008,-0.45454545454545453,-0.5385342062480777,-0.3001449975833736,-0.2727272727272727,-0.2864361351553232,0.3987433542774287,0.03490909090909091,0.2168262225932598,-0.16267748478701827,-0.2727272727272727,-0.2177023787571455,0.03818269695505075,0.37254901960784315,0.20536585828144693,-0.24581005586592178,-0.0392156862745098,-0.1425128710702158,0.10901162790697674,-0.02040816326530612,0.04430173232083531,0.10465116279069768,0.0,0.05232558139534884,0.07960893854748603,0.14583333333333334,0.1127211359404097,-0.47368421052631576,0.02040816326530612,-0.2266380236305048,-1.0,-1.0,-1.0
38,6357,0.27189988623435724,-0.018867924528301886,0.12651598085302768,0.2498608792431831,0.09596153846153846,0.17291120885236078,0.20177267987486966,0.05660377358490566,0.12918822672988767,0.004275534441805225,0.09433962264150944,0.049307578541657335,-0.4474929044465468,-0.3392857142857143,-0.3933893093661306,0.3467360454115421,0.375,0.36086802270577106,0.020572450805008944,0.3075978241796806,0.1640851374923448,-0.06589492430988424,0.12265309703456746,0.028379086362341613,-0.016918967052537846,0.29310344827586204,0.1380922406116621,-0.25679347826086957,-0.28102532041262895,-0.2689093993367493,-0.050141911069063384,-0.14035636136292592,-0.09524913621599465,0.22163965681601525,-0.10909659268521413,0.05627153206540056,-0.08559782608695653,-0.09346670834635824,-0.08953226721665739,0.05910390848427073,0.29310344827586204,0.17610367838006638,-1.0,-1.0,-1.0
39,6364,0.269609944277754,0.11428571428571428,0.19194782928173412,0.20378756689995883,-0.2857142857142857,-0.04096335940716343,0.2346109175377468,0.25,0.24230545876887338,0.2268466441694788,0.14285714285714285,0.18485189351331083,-0.597469220246238,-0.4,-0.49873461012311904,0.1320109439124487,0.42857142857142855,0.2802911862419386,0.1725185685347738,-0.0726923076923077,0.04991313042123305,-0.14487300094073377,-0.19230769230769232,-0.16859034662421304,0.14016933207902163,0.24429697221070096,0.1922331521448613,-0.004889975550122249,0.0,-0.0024449877750611247,0.10055012224938875,0.1125,0.10652506112469437,0.11691842900302114,-0.025,0.04595921450151057,0.12035704002303484,0.1,0.11017852001151743,-0.43210219383504583,-0.25,-0.3410510969175229,-1.0,-1.0,-1.0
40,6413,0.27006722024515617,0.1645430880942595,0.21730515416970783,0.16078136739293764,-0.0683655295245924,0.046207918934172615,0.2310672772102853,0.3888888888888889,0.30997808304958707,0.24236453201970443,0.011904761904761904,0.12713464696223317,-0.5576051779935275,-0.4083333333333333,-0.4829692556634304,0.08932038834951456,0.19047619047619047,0.1398982894128525,0.12079701120797011,0.07152941176470588,0.096163211486338,-0.11705288175876412,-0.25882352941176473,-0.18793820558526442,0.05228758169934641,0.15294117647058825,0.10261437908496733,0.09127324749642346,0.05401844532279315,0.0726458464096083,0.25691699604743085,0.07597716293368467,0.16644707949055776,0.09203839638622248,-0.020833333333333332,0.035602531526444575,0.15833333333333333,0.041666666666666664,0.09999999999999999,-0.10041950707918196,-0.09375,-0.09708475353959098,-1.0,-1.0,-1.0
41,6427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
